time,tavg,tmin,tmax,prcp,wspd
,32.7,20.5,44.3,0.0,
,33.6,26.2,43.2,9.9,
,33.7,26.0,40.5,0.0,
,30.6,24.0,39.0,0.0,
,27.3,20.5,37.4,0.0,
,27.2,20.2,36.0,NaN,
,31.1,19.8,42.0,NaN,
,33.5,22.2,42.1,0.0,
,31.2,23.3,41.1,0.0,
,31.2,23.2,42.0,0.0,
,33.2,22.8,43.6,0.0,
,34.1,25.0,43.0,0.0,
,33.5,NaN,42.5,2.0,
,32.3,21.9,42.1,0.0,
,32.0,22.5,42.2,0.0,
,34.6,23.3,44.4,0.0,
,35.1,25.6,42.8,0.0,
,32.3,24.7,41.0,NaN,
,29.8,21.1,39.1,0.0,
,27.2,19.9,36.2,0.0,
,28.7,20.7,37.1,0.0,
,30.8,24.0,39.1,0.0,
,31.3,23.5,38.7,0.0,
,32.5,27.0,39.1,NaN,
,31.4,25.0,38.0,0.0,
,29.6,21.9,37.6,0.0,
,28.4,21.2,37.0,0.0,
,29.1,21.0,37.5,NaN,
,30.9,20.8,39.3,0.0,
,33.1,25.9,41.0,0.0,
,30.2,23.0,38.0,0.0,
,29.3,22.0,38.0,0.0,
,28.6,21.5,36.0,0.0,
,30.4,23.7,35.0,0.0,
,32.6,24.5,39.1,1.0,
,34.3,24.9,43.0,0.0,
,33.4,24.8,41.1,0.0,
,32.0,25.7,39.5,0.0,
,28.0,20.9,35.0,0.0,
,23.6,17.8,29.0,0.0,
,27.3,17.6,32.3,NaN,
,26.8,21.0,33.3,0.0,
,30.2,21.4,36.2,0.0,
,32.1,22.9,42.3,NaN,
,33.3,23.1,43.3,NaN,
,30.4,23.1,38.0,3.0,
,28.1,22.0,37.0,0.0,
,26.7,20.0,35.4,0.0,
,25.5,18.0,33.7,0.0,
,25.7,18.0,34.4,NaN,
,24.2,18.1,33.0,0.0,
,23.0,16.7,31.2,NaN,
,22.7,20.0,29.6,0.0,
,21.4,16.0,28.3,NaN,
,22.9,16.0,30.5,0.0,
,25.1,15.9,33.4,0.0,
,23.9,17.4,31.0,NaN,
,22.8,17.5,28.6,0.0,
,23.8,17.0,32.4,0.0,
,21.3,16.0,30.6,NaN,
,22.3,17.5,28.5,NaN,
,22.6,15.2,30.0,NaN,
,23.6,16.0,32.1,0.0,
,23.8,17.0,32.1,NaN,
,23.7,17.0,31.1,0.0,
,24.9,16.7,33.0,0.0,
,27.7,21.0,35.5,0.0,
,25.1,19.3,33.8,0.0,
,23.4,17.8,30.0,0.0,
,24.6,18.0,31.4,NaN,
,25.4,17.9,34.0,0.0,
,26.8,18.0,35.1,NaN,
,27.1,18.7,36.5,0.0,
,26.9,21.9,34.6,NaN,
,26.7,18.5,34.3,0.0,
,27.9,18.4,33.5,0.0,
,23.8,18.3,30.6,1.0,
,21.6,15.0,29.5,0.0,
,21.3,14.8,28.3,0.0,
,20.2,14.6,27.0,0.0,
,19.7,13.5,25.2,NaN,
,18.7,13.4,23.7,0.0,
,19.2,13.8,24.0,2.0,
,20.9,16.8,26.1,0.0,
,20.9,15.3,27.3,0.0,
,23.7,15.7,31.5,NaN,
,24.2,16.7,29.4,0.0,
,25.4,18.5,32.5,0.0,
,24.8,18.2,31.2,0.0,
,22.8,18.0,29.1,0.0,
,21.5,16.0,28.6,NaN,
,21.1,15.9,28.0,0.0,
,20.0,16.8,24.3,0.0,
,20.3,16.9,24.3,NaN,
,20.9,16.9,24.5,NaN,
,24.0,17.3,32.5,0.0,
,25.8,18.0,34.0,0.0,
,24.8,20.4,30.0,NaN,
,24.8,18.6,31.6,0.0,
,24.4,17.8,31.4,0.0,
,23.2,17.1,29.0,NaN,
,23.4,16.8,31.0,NaN,
,23.2,16.8,29.0,0.5,
,20.8,18.0,26.6,0.0,
,20.5,15.6,26.2,0.5,
,18.8,15.2,24.3,0.0,
,14.2,12.6,16.0,2.0,
,14.6,11.9,19.0,9.9,
,14.7,8.8,22.3,0.0,
,14.9,8.6,20.1,NaN,
,15.2,9.2,20.5,0.0,
,16.4,11.0,22.9,0.0,
,15.6,10.3,21.5,NaN,
,16.5,9.0,24.1,NaN,
,17.1,8.9,24.6,0.0,
,17.3,9.0,25.3,0.0,
,17.4,8.4,25.1,NaN,
,16.2,9.0,24.0,NaN,
,14.7,10.0,21.5,0.0,
,15.1,9.0,21.1,0.0,
,15.8,10.9,21.0,NaN,
,13.0,NaN,16.3,0.0,
,9.8,8.0,14.6,11.9,
,11.6,6.6,16.1,4.1,
,13.1,NaN,18.8,0.0,
,13.2,6.4,19.3,0.0,
,12.5,10.0,16.0,4.1,
,13.6,10.0,18.7,8.9,
,13.4,8.0,19.1,0.0,
,13.3,7.6,17.0,NaN,
,14.5,7.8,23.0,0.0,
,15.3,10.8,21.5,0.0,
,15.6,11.7,21.0,0.5,
,15.6,12.3,19.0,13.0,
,14.7,9.0,20.0,0.3,
,15.4,9.4,19.2,0.0,
,15.1,9.8,22.3,NaN,
,15.6,9.0,23.0,0.0,
,15.4,8.9,22.0,0.0,
,15.0,9.0,22.0,0.0,
,15.2,9.0,22.3,0.0,
,14.4,8.3,22.0,0.0,
,13.9,8.0,21.1,NaN,
,13.6,7.8,NaN,0.0,
,13.5,11.0,16.5,0.0,
,10.3,8.0,14.9,NaN,
,8.9,7.0,11.7,NaN,
,9.1,5.0,14.0,NaN,
,10.0,4.7,15.1,0.0,
,11.1,NaN,17.0,4.1,
,10.4,NaN,17.0,0.0,
,10.9,4.0,18.4,NaN,
,12.3,5.3,19.2,NaN,
,12.1,4.9,19.5,0.0,
,12.9,5.0,20.1,NaN,
,12.7,8.9,19.0,0.0,
,13.2,7.0,20.5,0.0,
,12.7,5.9,20.0,0.0,
,12.5,5.0,19.2,NaN,
,12.1,4.9,20.1,0.0,
,11.9,4.4,19.3,NaN,
,11.8,4.0,19.4,NaN,
,11.6,4.0,20.3,0.0,
,12.3,4.0,21.1,0.0,
,12.9,5.0,23.0,0.0,
,12.3,4.4,22.0,0.0,
,12.4,4.3,21.4,0.0,
,13.4,6.0,22.2,0.0,
,11.8,5.9,19.0,NaN,
,11.7,4.0,20.8,NaN,
,10.6,4.0,18.4,NaN,
,11.1,5.0,19.1,0.0,
,12.8,4.8,21.0,0.0,
,11.7,4.0,19.0,0.0,
,11.3,7.5,15.3,NaN,
,10.3,4.0,17.2,NaN,
,10.4,3.0,19.0,NaN,
,10.4,2.1,18.0,NaN,
,10.0,3.7,16.1,0.0,
,7.6,4.6,14.2,0.0,
,7.7,3.0,13.0,4.1,
,7.2,2.5,11.2,0.0,
,7.8,2.0,14.0,3.0,
,9.2,1.5,14.0,0.0,
,8.7,4.0,14.5,0.0,
,9.5,2.0,17.4,NaN,
,12.5,1.2,21.0,NaN,
,13.6,10.9,17.4,0.0,
,12.7,7.0,20.0,1.0,
,13.6,6.0,23.2,0.0,
,14.8,6.5,24.0,NaN,
,11.8,7.2,20.5,NaN,
,12.1,7.4,18.1,4.1,
,12.8,7.2,19.5,0.0,
,13.9,7.5,21.2,NaN,
,14.3,9.9,19.7,0.0,
,14.0,7.3,22.0,NaN,
,16.1,6.7,27.3,NaN,
,15.9,5.0,27.0,0.0,
,15.1,8.0,23.4,0.0,
,14.2,5.9,22.2,NaN,
,12.1,6.0,17.8,0.0,
,12.2,6.0,19.6,0.0,
,15.5,5.7,24.4,NaN,
,13.4,NaN,18.8,6.1,
,14.2,NaN,19.1,0.0,
,15.3,7.0,24.0,NaN,
,16.9,9.0,25.5,NaN,
,17.2,8.6,25.3,NaN,
,15.7,9.2,23.4,0.0,
,12.3,9.0,18.5,NaN,
,9.6,6.7,14.0,NaN,
,11.1,5.7,16.0,1.0,
,12.3,6.1,18.3,0.0,
,12.6,7.8,18.0,1.0,
,13.4,9.4,17.5,0.5,
,13.7,10.0,19.3,0.0,
,13.2,9.7,20.1,0.0,
,13.9,8.6,21.0,NaN,
,15.3,9.0,23.0,0.0,
,16.9,8.6,26.0,0.0,
,19.8,9.0,29.8,0.0,
,14.8,10.0,19.3,NaN,
,13.9,9.9,20.0,NaN,
,16.2,10.8,24.0,0.0,
,19.0,11.0,28.0,NaN,
,18.9,11.8,NaN,NaN,
,22.8,13.0,33.0,0.0,
,24.2,14.0,33.2,0.0,
,23.8,13.7,31.6,0.0,
,22.5,13.7,30.3,NaN,
,20.2,7.0,28.5,NaN,
,13.8,10.0,23.6,0.0,
,12.3,5.8,19.4,NaN,
,14.4,5.6,20.5,0.0,
,15.4,11.8,19.3,NaN,
,15.6,11.8,20.0,0.0,
,17.1,11.0,24.5,0.0,
,15.8,10.5,23.0,0.3,
,15.2,8.7,22.0,20.1,
,14.7,11.8,19.2,0.0,
,14.4,9.0,20.5,NaN,
,12.3,10.0,15.1,NaN,
,11.1,5.8,17.0,0.0,
,12.5,7.0,18.0,0.0,
,13.1,7.4,20.1,NaN,
,15.1,9.0,21.7,0.0,
,17.0,9.4,25.2,NaN,
,20.7,8.7,30.2,NaN,
,23.2,14.0,32.1,0.0,
,23.9,13.7,31.5,NaN,
,22.2,NaN,30.4,NaN,
,22.8,14.7,32.0,NaN,
,22.5,14.2,30.5,NaN,
,21.3,12.8,30.5,0.0,
,21.7,12.0,31.1,0.0,
,22.7,15.0,31.3,0.0,
,20.9,14.0,30.0,0.0,
,21.7,14.0,30.0,0.0,
,24.0,14.7,32.4,0.0,
,23.7,14.9,30.8,NaN,
,21.8,NaN,29.6,0.0,
,20.3,14.4,27.0,3.0,
,19.1,12.3,27.1,0.0,
,21.2,12.4,30.4,0.0,
,24.2,13.4,33.0,0.0,
,24.6,16.6,NaN,0.0,
,27.1,16.8,35.2,0.0,
,28.4,21.1,36.7,0.0,
,27.0,18.6,35.4,0.0,
,20.4,14.0,27.0,NaN,
,18.3,NaN,24.6,0.0,
,19.3,13.7,26.3,NaN,
,19.5,13.8,25.7,0.0,
,18.7,NaN,23.1,0.0,
,19.8,13.0,27.3,0.0,
,20.7,NaN,NaN,0.0,
,21.2,15.0,28.7,NaN,
,21.1,15.0,27.0,0.0,
,19.1,15.5,25.5,0.0,
,19.0,14.0,25.0,20.1,
,20.5,13.3,28.0,0.0,
,24.7,15.8,33.7,0.0,
,24.8,17.5,34.7,NaN,
,18.9,14.9,30.9,0.0,
,19.8,NaN,26.0,NaN,
,22.4,16.2,29.1,NaN,
,24.1,15.7,32.1,0.0,
,25.7,16.3,34.0,0.0,
,22.6,18.0,32.7,0.0,
,20.2,13.8,28.0,0.0,
,20.5,14.0,NaN,0.0,
,20.7,15.7,27.0,0.0,
,21.6,15.5,28.0,0.0,
,23.4,15.5,31.3,0.0,
,26.9,16.2,36.5,NaN,
,30.9,NaN,40.1,0.0,
,30.6,21.5,39.5,NaN,
,25.1,17.7,33.0,0.0,
,26.8,18.0,35.0,0.0,
,32.8,18.3,41.7,0.0,
,26.4,21.0,32.1,0.0,
,23.2,16.6,30.0,0.0,
,22.0,15.4,30.0,0.0,
,20.0,15.5,28.9,0.0,
,21.0,16.0,27.9,NaN,
,21.9,17.6,28.0,0.0,
,20.7,16.8,25.0,NaN,
,22.5,16.8,28.3,0.0,
,21.2,15.0,28.2,0.0,
,21.9,15.1,29.0,0.0,
,23.1,17.4,31.1,NaN,
,25.1,18.5,33.0,NaN,
,24.9,17.7,33.5,0.0,
,25.5,18.9,33.4,0.0,
,23.6,17.3,31.2,NaN,
,23.9,15.6,33.1,0.0,
,25.1,15.3,35.0,0.0,
,28.8,15.8,39.6,0.0,
,27.4,20.0,37.0,0.0,
,28.3,19.0,37.9,0.0,
,31.6,20.0,41.0,0.0,
,33.8,24.3,43.0,0.3,
,27.3,18.3,35.6,0.0,
,21.9,18.0,29.0,0.0,
,22.6,15.9,30.4,NaN,
,27.3,17.5,37.0,NaN,
,31.4,21.8,40.9,0.0,
,32.1,22.0,41.6,0.0,
,31.4,NaN,NaN,8.9,
,30.2,23.0,37.1,0.0,
,26.3,NaN,35.9,0.0,
,27.9,18.9,36.0,0.0,
,31.1,21.6,39.6,NaN,
,34.4,22.1,43.0,0.0,
,33.8,24.9,41.9,NaN,
,33.3,24.6,42.0,0.0,
,32.9,NaN,40.9,NaN,
,28.6,21.3,36.5,0.0,
,27.1,19.5,35.0,0.0,
,24.0,18.5,31.0,0.0,
,22.8,15.3,31.3,0.0,
,24.0,15.9,33.6,0.0,
,28.6,16.4,38.0,0.0,
,28.4,20.0,38.1,0.0,
,25.6,18.3,35.1,NaN,
,24.7,18.6,31.8,NaN,
,24.9,18.0,33.0,0.0,
,26.1,18.6,34.1,0.0,
,26.1,18.6,34.4,0.0,
,25.2,17.3,34.4,0.0,
,25.4,17.8,34.5,NaN,
,27.8,NaN,NaN,0.0,
,32.9,19.2,44.6,0.0,
,34.7,25.9,44.0,0.0,
,35.3,27.2,45.0,0.0,
,36.6,25.8,45.3,NaN,
,37.0,26.8,46.0,0.0,
,34.9,NaN,43.4,NaN,
,30.5,24.0,39.4,0.0,
,29.7,22.5,38.1,0.0,
,25.3,18.5,33.6,0.0,
,23.4,NaN,32.1,0.0,
,24.6,17.6,33.2,0.0,
,28.5,20.0,38.0,0.0,
,32.3,24.9,42.0,NaN,
,30.8,21.9,41.0,0.0,
,29.9,20.6,39.8,0.0,
,30.0,20.5,40.3,NaN,
,31.4,21.5,NaN,0.0,
,32.7,21.5,42.8,0.0,
,30.2,22.0,40.2,0.0,
,26.6,18.9,36.2,NaN,
,26.2,18.5,34.5,NaN,
,27.2,18.4,36.0,0.0,
,29.4,18.8,39.0,0.0,
,33.9,24.4,44.7,0.0,
,34.8,22.4,43.7,0.8,
,34.5,25.5,44.0,0.8,
,37.1,30.9,45.3,0.0,
,36.2,NaN,44.3,NaN,
,32.8,NaN,40.5,0.0,
,28.1,18.9,37.2,0.0,
,28.5,NaN,38.1,0.0,
,27.9,19.7,37.0,NaN,
,27.6,20.0,36.4,NaN,
,26.3,NaN,35.2,0.0,
,27.2,19.4,37.0,0.0,
,31.0,NaN,41.2,NaN,
,31.9,22.1,41.3,0.0,
,30.3,21.5,39.4,NaN,
,30.1,NaN,38.7,0.0,
,33.2,20.9,43.0,NaN,
,35.7,NaN,NaN,NaN,
,34.8,26.8,43.0,0.0,
,31.9,NaN,40.2,0.0,
,33.9,27.1,42.1,0.0,
,34.3,25.4,43.0,NaN,
,34.2,29.0,40.4,0.0,
,31.4,26.0,37.3,NaN,
,25.1,21.8,32.3,0.0,
,23.4,18.9,29.9,0.0,
,24.1,19.3,30.3,NaN,
,25.3,19.0,33.1,NaN,
,27.3,20.0,36.2,0.0,
,29.2,20.2,38.4,NaN,
,30.1,19.8,38.0,0.0,
,27.7,19.9,36.7,NaN,
,27.1,18.2,36.0,0.0,
,28.7,19.5,39.0,NaN,
,30.7,22.8,39.5,0.0,
,29.7,21.4,38.7,0.0,
,26.9,NaN,35.8,NaN,
,22.7,16.9,30.0,0.0,
,25.7,16.2,35.5,0.0,
,28.6,19.7,38.3,NaN,
,28.3,20.9,38.2,0.0,
,30.7,20.4,36.4,0.0,
,26.9,19.4,35.2,NaN,
,22.6,15.7,31.7,0.0,
,22.5,14.6,31.2,0.0,
,22.9,14.4,NaN,NaN,
,24.6,14.6,33.0,0.0,
,23.4,NaN,32.5,NaN,
,22.1,15.8,30.8,0.0,
,25.1,18.0,33.7,NaN,
,26.9,17.1,36.3,0.0,
,29.9,18.2,38.1,0.0,
,29.6,NaN,36.6,0.0,
,24.3,20.3,33.8,NaN,
,24.9,NaN,NaN,NaN,
,25.0,NaN,32.0,NaN,
,24.1,17.0,32.0,0.0,
,26.1,16.7,33.2,NaN,
,26.5,19.0,33.5,0.0,
,27.9,19.1,36.0,NaN,
,28.3,19.6,NaN,0.0,
,29.4,21.9,37.2,0.0,
,27.1,21.2,35.5,0.0,
,27.4,18.6,37.2,0.0,
,23.9,17.0,32.7,0.0,
,23.8,NaN,32.4,0.0,
,25.3,NaN,NaN,NaN,
,25.6,20.7,33.7,NaN,
,26.7,18.9,36.8,NaN,
,29.2,20.0,38.9,0.0,
,27.8,20.0,35.0,1.0,
,27.8,19.0,37.3,0.0,
,27.2,19.9,33.7,NaN,
,26.1,21.3,30.2,NaN,
,25.1,NaN,32.4,NaN,
,20.3,NaN,26.1,NaN,
,20.8,14.6,26.4,0.0,
,22.8,18.0,29.5,NaN,
,23.2,15.7,31.5,0.0,
,23.9,16.6,32.0,0.0,
,25.6,16.9,33.7,0.0,
,25.7,18.4,33.4,0.0,
,24.9,15.6,34.2,NaN,
,25.4,NaN,NaN,NaN,
,24.2,16.0,33.0,0.0,
,24.2,15.8,NaN,NaN,
,23.1,15.4,32.7,0.0,
,21.8,14.0,30.3,0.0,
,19.4,12.0,27.5,0.0,
,19.6,11.8,28.3,NaN,
,19.3,11.7,28.0,0.0,
,18.5,13.6,24.5,0.0,
,19.3,14.0,25.5,NaN,
,19.2,NaN,NaN,0.0,
,20.1,11.8,NaN,0.0,
,21.7,11.6,32.1,0.0,
,20.6,14.0,28.0,0.0,
,19.2,12.8,28.4,0.0,
,16.7,9.7,25.2,0.0,
,17.6,8.0,27.6,0.0,
,17.8,7.9,27.6,0.0,
,16.4,8.7,25.1,0.0,
,15.8,8.7,24.1,0.0,
,16.6,7.4,26.0,0.0,
,17.4,9.0,27.1,NaN,
,17.3,NaN,27.2,NaN,
,16.9,9.0,25.4,0.0,
,17.8,8.4,27.3,0.0,
,18.7,8.7,28.3,0.0,
,18.0,9.0,27.4,0.0,
,16.9,8.9,25.6,0.0,
,17.2,7.8,26.1,0.0,
,17.2,7.4,27.5,0.0,
,18.9,NaN,NaN,NaN,
,19.0,11.5,28.2,0.0,
,20.4,12.1,28.5,0.0,
,19.5,11.9,28.7,0.0,
,19.0,11.4,27.2,0.0,
,14.7,11.0,17.4,0.5,
,11.7,NaN,15.4,31.0,
,10.8,6.0,17.2,0.0,
,10.8,5.0,18.1,0.0,
,12.7,5.0,22.2,0.0,
,13.4,NaN,NaN,NaN,
,12.6,NaN,NaN,NaN,
,12.4,6.0,19.2,0.0,
,11.4,4.0,19.5,0.0,
,12.6,5.0,22.6,0.0,
,14.1,4.8,23.2,0.0,
,11.9,8.4,18.0,0.0,
,9.1,7.0,12.7,NaN,
,9.3,4.0,14.6,NaN,
,11.6,NaN,20.0,NaN,
,12.3,7.6,19.0,0.0,
,12.7,6.7,19.0,0.0,
,12.1,9.0,17.5,2.0,
,12.1,7.0,19.8,0.3,
,11.6,5.7,19.2,0.0,
,11.6,5.0,19.2,0.0,
,11.4,5.0,18.5,0.0,
,11.6,5.0,18.5,NaN,
,11.7,5.4,19.7,0.0,
,11.3,4.8,18.2,0.0,
,11.6,3.9,19.6,0.0,
,11.1,3.8,19.1,0.0,
,11.5,3.3,20.1,NaN,
,13.1,4.1,21.2,0.0,
,13.7,7.9,21.8,0.0,
,14.8,NaN,23.7,0.0,
,16.4,6.6,NaN,0.0,
,16.0,9.0,24.4,0.0,
,15.1,6.5,25.3,0.0,
,14.5,6.6,24.4,0.0,
,14.8,7.0,24.2,NaN,
,13.4,6.1,21.2,NaN,
,9.9,6.5,15.4,3.0,
,7.5,6.0,11.2,17.0,
,9.2,4.0,13.5,7.9,
,11.6,5.0,17.0,0.0,
,13.5,8.4,19.7,0.0,
,14.5,8.9,19.2,0.5,
,12.7,6.0,21.1,0.0,
,10.8,5.9,16.1,0.0,
,11.8,9.7,15.6,NaN,
,9.7,7.0,13.7,6.1,
,9.6,3.6,17.4,4.1,
,11.3,5.9,19.3,0.0,
,9.8,7.2,17.2,0.0,
,12.1,8.5,17.5,0.0,
,12.6,6.0,21.2,0.0,
,13.0,5.0,23.0,0.0,
,13.5,NaN,23.1,NaN,
,13.7,4.9,22.1,0.0,
,13.4,5.4,22.6,0.0,
,8.9,5.4,17.5,0.0,
,8.8,6.0,11.6,0.0,
,8.3,2.4,14.3,0.5,
,8.3,1.9,15.5,0.0,
,8.4,1.4,14.6,0.0,
,9.4,4.0,15.0,NaN,
,10.6,NaN,17.3,NaN,
,11.4,NaN,18.7,0.0,
,10.8,NaN,15.5,NaN,
,8.8,NaN,NaN,0.0,
,8.4,1.9,15.1,0.0,
,7.7,2.0,12.4,18.0,
,7.4,5.4,11.0,7.1,
,7.7,5.0,12.7,2.0,
,6.7,4.9,10.5,7.1,
,9.2,6.0,13.5,3.0,
,10.4,4.4,17.2,0.0,
,10.9,6.0,18.3,0.0,
,12.5,NaN,21.6,0.0,
,12.7,6.0,21.2,0.0,
,13.2,5.0,22.1,0.0,
,14.0,4.8,23.1,0.0,
,15.9,10.9,23.4,NaN,
,13.6,7.0,21.4,0.0,
,14.0,NaN,22.8,0.0,
,14.7,7.0,23.0,NaN,
,14.2,6.7,20.8,NaN,
,11.9,7.0,18.4,0.0,
,13.3,10.0,19.7,NaN,
,12.1,6.0,18.6,0.0,
,13.6,8.9,18.7,0.0,
,14.1,6.0,24.0,NaN,
,12.8,4.9,20.5,0.0,
,13.0,5.0,21.2,2.0,
,13.6,7.5,24.4,0.0,
,16.6,10.7,21.6,2.0,
,16.3,9.0,NaN,0.0,
,15.1,8.4,23.7,0.0,
,14.9,11.9,19.1,9.9,
,14.8,9.6,21.7,0.0,
,16.0,13.0,20.3,0.0,
,17.3,14.0,23.0,0.5,
,17.4,NaN,22.1,0.0,
,19.1,NaN,25.6,0.0,
,17.1,NaN,23.6,0.0,
,15.3,10.7,19.6,0.0,
,15.8,9.0,23.5,0.0,
,16.3,8.8,24.1,0.0,
,15.8,9.8,22.4,NaN,
,13.7,10.0,20.4,0.0,
,10.9,9.0,14.7,11.9,
,11.8,6.1,18.0,5.1,
,14.9,5.8,20.0,0.0,
,15.2,10.8,20.1,0.0,
,13.7,9.0,19.3,0.0,
,10.9,4.0,16.6,NaN,
,11.7,4.0,19.0,0.0,
,13.2,3.7,22.1,0.0,
,14.1,4.8,21.5,0.0,
,14.9,9.6,21.5,0.0,
,16.3,NaN,22.1,0.0,
,18.2,NaN,28.2,NaN,
,19.1,11.0,27.2,0.0,
,19.0,10.0,26.0,0.0,
,15.2,11.8,21.9,0.0,
,15.9,NaN,23.4,NaN,
,18.3,8.0,26.1,0.0,
,16.7,10.7,22.1,0.0,
,16.9,10.9,23.2,0.0,
,17.9,12.7,24.0,0.0,
,19.2,12.0,27.0,0.0,
,16.3,11.3,25.4,0.0,
,13.6,NaN,19.0,6.1,
,14.4,9.6,20.0,3.0,
,12.5,NaN,19.0,0.0,
,13.8,NaN,NaN,NaN,
,13.6,12.0,18.8,NaN,
,14.4,8.8,21.5,NaN,
,11.1,8.5,17.5,13.0,
,14.0,9.5,19.4,9.9,
,17.0,9.0,NaN,0.0,
,19.8,8.8,28.4,0.0,
,22.7,11.8,31.2,0.0,
,24.7,12.4,33.4,0.0,
,24.8,NaN,33.4,NaN,
,16.9,13.7,31.7,0.0,
,15.4,10.9,21.5,2.0,
,18.1,11.9,23.6,0.0,
,16.7,13.8,22.7,0.0,
,15.8,12.7,21.2,4.1,
,16.3,12.7,21.0,0.3,
,19.6,14.0,NaN,3.0,
,20.4,13.7,28.0,0.0,
,17.3,NaN,28.0,0.0,
,15.2,NaN,21.5,0.5,
,14.9,NaN,21.1,0.0,
,15.1,11.7,19.4,NaN,
,15.3,8.0,NaN,0.0,
,15.4,9.0,22.0,NaN,
,16.4,10.0,23.4,NaN,
,18.5,9.9,26.1,0.0,
,15.6,13.0,26.1,0.0,
,16.4,13.0,22.4,0.3,
,17.4,14.0,24.4,1.0,
,17.5,12.9,23.2,25.9,
,18.0,13.7,25.0,0.0,
,19.9,11.9,28.3,NaN,
,19.6,11.7,28.0,NaN,
,19.2,12.0,27.3,NaN,
,20.8,12.3,29.1,0.0,
,21.6,12.2,29.6,0.0,
,17.9,13.4,29.0,NaN,
,18.0,13.4,24.1,6.1,
,18.5,13.5,25.5,0.0,
,19.1,15.4,25.1,9.9,
,18.3,12.0,24.2,0.0,
,18.7,12.5,25.0,NaN,
,20.3,13.4,28.0,0.0,
,17.9,NaN,26.7,NaN,
,17.2,13.0,22.1,2.0,
,18.0,12.4,25.2,0.0,
,18.1,NaN,NaN,NaN,
,19.4,14.9,25.1,NaN,
,19.7,14.9,25.3,0.0,
,19.6,14.5,26.3,NaN,
,19.8,12.7,27.4,0.0,
,20.9,13.9,28.3,0.0,
,21.1,13.8,NaN,0.0,
,19.2,14.0,28.0,NaN,
,20.8,13.0,28.4,0.0,
,21.5,13.5,30.1,0.0,
,20.9,14.1,29.2,NaN,
,21.3,14.9,28.3,NaN,
,22.7,15.0,31.0,0.0,
,21.2,14.0,30.4,0.0,
,19.9,17.0,28.5,NaN,
,20.3,16.6,25.0,0.0,
,20.7,14.4,28.0,0.0,
,20.7,14.8,28.3,0.0,
,20.8,15.0,28.5,0.0,
,21.5,14.2,29.7,0.0,
,24.6,16.0,34.0,NaN,
,24.1,16.1,32.1,0.0,
,24.1,15.6,33.0,0.0,
,25.3,17.6,NaN,NaN,
,26.2,17.0,34.0,0.0,
,23.8,16.0,32.3,NaN,
,20.9,15.8,30.5,0.0,
,23.1,15.8,31.2,0.0,
,24.0,16.0,32.4,0.0,
,22.1,16.0,NaN,NaN,
,23.7,16.7,31.3,NaN,
,24.8,16.6,32.6,0.0,
,24.5,16.8,33.0,0.0,
,23.8,16.0,32.0,NaN,
,22.9,16.0,31.2,NaN,
,22.4,16.3,29.2,0.0,
,24.1,18.8,31.2,0.0,
,25.4,17.0,NaN,0.0,
,26.4,19.3,35.1,0.0,
,25.6,19.0,33.5,NaN,
,26.3,17.5,35.7,NaN,
,27.4,NaN,37.2,NaN,
,27.4,19.2,36.6,NaN,
,28.6,19.7,38.5,NaN,
,29.5,20.4,38.5,NaN,
,31.8,20.4,41.0,0.0,
,29.6,20.8,39.0,0.0,
,22.6,16.8,36.4,NaN,
,24.1,16.1,32.5,NaN,
,24.5,17.0,32.1,NaN,
,23.9,16.8,31.5,0.0,
,25.7,17.8,34.3,0.0,
,26.6,17.8,35.9,0.0,
,28.1,17.9,38.2,0.0,
,28.4,22.0,37.1,NaN,
,28.5,20.8,37.0,0.0,
,28.4,21.7,36.0,NaN,
,26.8,18.0,36.1,NaN,
,28.3,18.4,38.3,0.0,
,28.1,18.7,38.3,0.0,
,27.3,18.9,37.4,0.0,
,26.2,17.9,35.4,NaN,
,26.7,18.0,35.4,0.0,
,29.1,17.8,38.0,NaN,
,29.9,23.0,37.4,NaN,
,27.4,19.3,36.0,0.0,
,26.1,17.9,35.5,0.0,
,28.1,17.8,36.7,NaN,
,31.7,24.4,44.0,0.0,
,30.8,22.9,40.4,1.0,
,32.3,22.2,43.5,0.0,
,34.2,22.2,43.0,NaN,
,34.3,27.9,43.0,NaN,
,30.4,23.7,39.9,NaN,
,27.9,20.8,38.0,8.9,
,26.6,19.6,34.1,0.0,
,27.6,19.6,36.4,0.0,
,29.4,21.4,39.3,NaN,
,31.3,23.8,41.2,NaN,
,31.6,23.9,39.7,0.0,
,32.1,26.0,40.0,NaN,
,28.4,20.6,37.4,0.0,
,24.8,17.5,34.0,0.0,
,25.9,17.6,34.0,NaN,
,28.8,17.9,39.4,NaN,
,30.3,21.5,40.0,NaN,
,29.4,22.8,38.0,0.0,
,27.4,18.4,36.7,0.0,
,28.9,20.5,38.0,0.0,
,29.8,20.4,38.7,NaN,
,30.4,20.1,39.0,0.0,
,30.2,21.1,38.8,0.0,
,32.4,22.4,44.7,0.0,
,28.4,21.0,39.5,NaN,
,28.1,20.9,37.3,NaN,
,26.7,20.0,34.4,NaN,
,26.2,17.6,35.4,0.0,
,27.1,18.3,36.6,NaN,
,28.4,17.9,39.5,NaN,
,26.9,20.0,34.5,1.0,
,25.8,18.0,34.3,0.0,
,25.1,17.7,32.8,NaN,
,26.1,17.4,35.2,0.0,
,23.6,19.5,33.6,0.0,
,21.9,17.0,29.2,0.3,
